Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Average_whole-fixation_pupil_diameter_min_medical_original,0.0,0.0,0.0,0.0,22.479999999999997,111.0,260.0,371.0
Time_to_entry_saccade_max_medical,0.0,0.0,0.0,0.0,22.6,111.0,261.0,372.0
Time_to_entry_saccade_min_medical,0.0,0.0,0.0,0.0,22.860000000000003,111.0,262.0,373.0
Average_whole-fixation_pupil_diameter_min_medical_simple,0.0,0.0,0.0,0.0,23.0,111.0,263.0,374.0
Number_of_fixations_std_medical_original,0.0,0.0,0.0,0.0,23.020000000000003,111.0,264.0,375.0
Average_whole-fixation_pupil_diameter_max_clinical_original,0.0,0.0,0.0,0.0,23.3,111.0,265.0,376.0
Average_whole-fixation_pupil_diameter_max_medical_original,0.0,0.0,0.0,0.0,23.4,111.0,266.0,377.0
Average_whole-fixation_pupil_diameter_max_clinical_simple,0.0,0.0,0.0,0.0,23.4,111.0,266.0,377.0
Time_to_entry_saccade_std_medical,0.0,0.0,0.0,0.0,23.479999999999997,111.0,268.0,379.0
Average_whole-fixation_pupil_diameter_max_medical_simple,0.0,0.0,0.0,0.0,23.5,111.0,269.0,380.0
Total_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,23.7,111.0,270.0,381.0
Number_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,24.020000000000003,111.0,271.0,382.0
Time_to_entry_saccade_mean_medical,0.0,0.0,0.0,0.0,24.240000000000002,111.0,272.0,383.0
Total_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,24.34,111.0,273.0,384.0
Total_duration_of_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,24.34,111.0,273.0,384.0
Number_of_saccades_in_AOI_max_medical,0.0,0.0,0.0,0.0,24.34,111.0,273.0,384.0
Total_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,24.4,111.0,276.0,387.0
Total_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,24.419999999999998,111.0,277.0,388.0
Number_of_saccades_in_AOI_std_medical,0.0,0.0,0.0,0.0,24.660000000000004,111.0,279.0,390.0
Total_duration_of_Visit_std_clinical_simple,0.0,0.0,0.0,0.0,24.660000000000004,111.0,279.0,390.0
Total_duration_of_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,24.779999999999998,111.0,281.0,392.0
Average_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,24.8,111.0,282.0,393.0
Total_duration_of_Visit_max_medical_original,0.0,0.0,0.0,0.0,24.84,111.0,283.0,394.0
Total_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,24.9,111.0,284.0,395.0
Total_duration_of_Visit_std_medical_simple,0.0,0.0,0.0,0.0,24.939999999999998,111.0,285.0,396.0
Total_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,24.939999999999998,111.0,285.0,396.0
Average_duration_of_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,25.0,111.0,287.0,398.0
Number_of_fixations_std_clinical_original,0.0,0.0,0.0,0.0,25.020000000000003,111.0,288.0,399.0
Number_of_saccades_in_AOI_mean_medical,0.0,0.0,0.0,0.0,25.1,111.0,289.0,400.0
Total_duration_of_Visit_max_medical_simple,0.0,0.0,0.0,0.0,25.160000000000004,111.0,290.0,401.0
Minimum_duration_of_Visit_max_medical_original,20.0,8.0,4.0,8.0,28.048000000000002,88.0,314.0,402.0
Average_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,25.380000000000003,111.0,291.0,402.0
Average_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,25.380000000000003,111.0,291.0,402.0
Number_of_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,26.04,111.0,293.0,404.0
Average_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,26.18,111.0,294.0,405.0
Average_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,26.22,111.0,295.0,406.0
Duration_of_first_Visit_max_medical,0.0,0.0,0.0,0.0,26.26,111.0,296.0,407.0
Duration_of_first_Visit_min_medical,0.0,0.0,0.0,0.0,26.340000000000003,111.0,297.0,408.0
Average_duration_of_Visit_std_medical_simple,0.0,0.0,0.0,0.0,26.380000000000003,111.0,298.0,409.0
Minimum_duration_of_Visit_std_clinical_simple,5.0,2.0,1.0,2.0,27.892000000000003,97.0,312.0,409.0
Duration_of_first_Visit_std_medical,0.0,0.0,0.0,0.0,26.419999999999998,111.0,299.0,410.0
Average_duration_of_Visit_min_clinical_original,0.0,0.0,0.0,0.0,26.439999999999998,111.0,300.0,411.0
Average_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,26.5,111.0,301.0,412.0
Average_duration_of_Visit_min_medical_original,0.0,0.0,0.0,0.0,26.619999999999997,111.0,302.0,413.0
Number_of_fixations_mean_medical_original,0.0,0.0,0.0,0.0,27.04,111.0,303.0,414.0
Duration_of_first_Visit_mean_medical,0.0,0.0,0.0,0.0,27.22,111.0,304.0,415.0
Time_to_first_Visit_max_medical,0.0,0.0,0.0,0.0,27.360000000000003,111.0,305.0,416.0
Average_duration_of_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,27.380000000000003,111.0,306.0,417.0
Time_to_first_Visit_min_medical,0.0,0.0,0.0,0.0,27.380000000000003,111.0,306.0,417.0
Average_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,27.4,111.0,308.0,419.0
Average_duration_of_Visit_max_medical_original,0.0,0.0,0.0,0.0,27.459999999999997,111.0,309.0,420.0
Maximum_duration_of_Visit_max_medical,5.0,2.0,1.0,2.0,28.832,97.0,323.0,420.0
Average_duration_of_Visit_max_medical_simple,0.0,0.0,0.0,0.0,27.580000000000002,111.0,310.0,421.0
Time_to_first_Visit_std_medical,0.0,0.0,0.0,0.0,27.6,111.0,311.0,422.0
Number_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,28.04,111.0,313.0,424.0
Minimum_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,28.2,111.0,315.0,426.0
Time_to_first_Visit_mean_medical,0.0,0.0,0.0,0.0,28.3,111.0,316.0,427.0
Minimum_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,28.340000000000003,111.0,317.0,428.0
Minimum_duration_of_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,28.4,111.0,318.0,429.0
Minimum_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,28.4,111.0,318.0,429.0
Minimum_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,28.4,111.0,318.0,429.0
Number_of_Visits_max_medical,0.0,0.0,0.0,0.0,28.419999999999998,111.0,321.0,432.0
Minimum_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,28.459999999999997,111.0,322.0,433.0
Number_of_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,29.04,111.0,324.0,435.0
Minimum_duration_of_Visit_std_medical_simple,0.0,0.0,0.0,0.0,29.18,111.0,325.0,436.0
Number_of_Visits_std_medical,0.0,0.0,0.0,0.0,29.28,111.0,326.0,437.0
Minimum_duration_of_Visit_min_clinical_original,0.0,0.0,0.0,0.0,29.380000000000003,111.0,327.0,438.0
Number_of_Visits_mean_medical,0.0,0.0,0.0,0.0,29.380000000000003,111.0,327.0,438.0
Minimum_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,29.4,111.0,329.0,440.0
Minimum_duration_of_Visit_min_medical_original,0.0,0.0,0.0,0.0,29.439999999999998,111.0,330.0,441.0
Maximum_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,29.639999999999997,111.0,331.0,442.0
Minimum_duration_of_Visit_min_medical_simple,0.0,0.0,0.0,0.0,29.639999999999997,111.0,331.0,442.0
Maximum_duration_of_fixations_max_medical_simple,0.0,0.0,0.0,0.0,30.04,111.0,333.0,444.0
Minimum_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,30.1,111.0,334.0,445.0
Maximum_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,30.28,111.0,335.0,446.0
Minimum_duration_of_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,30.28,111.0,335.0,446.0
Maximum_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,30.380000000000003,111.0,337.0,448.0
Minimum_duration_of_Visit_max_medical,0.0,0.0,0.0,0.0,30.380000000000003,111.0,337.0,448.0
Minimum_duration_of_Visit_max_medical_simple,0.0,0.0,0.0,0.0,30.420000000000005,111.0,339.0,450.0
Maximum_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,30.5,111.0,340.0,451.0
Minimum_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,30.619999999999997,111.0,341.0,452.0
Maximum_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,31.02,111.0,342.0,453.0
Maximum_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,31.04,111.0,343.0,454.0
Maximum_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,31.3,111.0,344.0,455.0
Maximum_duration_of_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,31.360000000000003,111.0,345.0,456.0
Minimum_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,31.4,111.0,346.0,457.0
Maximum_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,31.4,111.0,346.0,457.0
Maximum_duration_of_Visit_std_clinical_simple,0.0,0.0,0.0,0.0,31.4,111.0,346.0,457.0
Maximum_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,31.4,111.0,346.0,457.0
Maximum_duration_of_Visit_std_medical_simple,0.0,0.0,0.0,0.0,31.52,111.0,350.0,461.0
Minimum_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,31.68,111.0,351.0,462.0
Maximum_duration_of_Visit_min_clinical_original,0.0,0.0,0.0,0.0,32.0,111.0,352.0,463.0
Maximum_duration_of_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,32.04,111.0,353.0,464.0
Maximum_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,32.3,111.0,354.0,465.0
Maximum_duration_of_Visit_min_medical_simple,0.0,0.0,0.0,0.0,32.339999999999996,111.0,355.0,466.0
Average_duration_of_Visit_max_medical,0.0,0.0,0.0,0.0,32.36,111.0,356.0,467.0
Maximum_duration_of_Visit_min_medical_original,0.0,0.0,0.0,0.0,32.36,111.0,356.0,467.0
Average_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,32.379999999999995,111.0,358.0,469.0
Maximum_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,32.46,111.0,359.0,470.0
Average_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,32.48,111.0,360.0,471.0
Maximum_duration_of_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,32.54,111.0,361.0,472.0
Maximum_duration_of_fixations_max_clinical_original,0.0,0.0,0.0,0.0,33.04,111.0,362.0,473.0
Average_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,33.18,111.0,363.0,474.0
Maximum_duration_of_Visit_max_medical_original,0.0,0.0,0.0,0.0,33.24,111.0,364.0,475.0
Maximum_duration_of_Visit_max_medical_simple,0.0,0.0,0.0,0.0,33.339999999999996,111.0,365.0,476.0
Total_duration_of_Visit_max_medical,0.0,0.0,0.0,0.0,33.36,111.0,366.0,477.0
Total_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,33.42,111.0,367.0,478.0
Number_of_Visits_mean_clinical_simple,0.0,0.0,0.0,0.0,33.44,111.0,368.0,479.0
Number_of_Visits_mean_medical_original,0.0,0.0,0.0,0.0,33.54,111.0,369.0,480.0
Total_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,33.58,111.0,370.0,481.0
Number_of_Visits_mean_clinical_original,0.0,0.0,0.0,0.0,33.68,111.0,371.0,482.0
Maximum_duration_of_fixations_min_medical_simple,0.0,0.0,0.0,0.0,34.04,111.0,372.0,483.0
Number_of_Visits_mean_medical_simple,0.0,0.0,0.0,0.0,34.14,111.0,373.0,484.0
Number_of_Visits_std_clinical_original,0.0,0.0,0.0,0.0,34.24,111.0,374.0,485.0
Average_whole-fixation_pupil_diameter_max_medical,0.0,0.0,0.0,0.0,34.260000000000005,111.0,375.0,486.0
Average_whole-fixation_pupil_diameter_min_medical,0.0,0.0,0.0,0.0,34.379999999999995,111.0,376.0,487.0
Number_of_Visits_std_medical_simple,0.0,0.0,0.0,0.0,34.4,111.0,377.0,488.0
Number_of_Visits_std_medical_original,0.0,0.0,0.0,0.0,34.4,111.0,377.0,488.0
Number_of_Visits_max_clinical_original,0.0,0.0,0.0,0.0,34.48,111.0,379.0,490.0
Number_of_Visits_max_clinical_simple,0.0,0.0,0.0,0.0,34.54,111.0,380.0,491.0
Maximum_duration_of_fixations_min_medical_original,0.0,0.0,0.0,0.0,35.059999999999995,111.0,381.0,492.0
Number_of_Visits_max_medical_original,0.0,0.0,0.0,0.0,35.2,111.0,382.0,493.0
Average_whole-fixation_pupil_diameter_std_medical,0.0,0.0,0.0,0.0,35.260000000000005,111.0,383.0,494.0
Number_of_Visits_max_medical_simple,0.0,0.0,0.0,0.0,35.339999999999996,111.0,384.0,495.0
Duration_of_first_whole_fixation_max_medical,0.0,0.0,0.0,0.0,35.36,111.0,385.0,496.0
Average_whole-fixation_pupil_diameter_mean_medical,0.0,0.0,0.0,0.0,35.36,111.0,385.0,496.0
Time_to_first_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,35.4,111.0,387.0,498.0
Time_to_first_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,35.4,111.0,387.0,498.0
Duration_of_first_whole_fixation_min_medical,0.0,0.0,0.0,0.0,35.519999999999996,111.0,389.0,500.0
Time_to_first_Visit_mean_medical_original,0.0,0.0,0.0,0.0,35.64,111.0,390.0,501.0
Maximum_duration_of_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,36.059999999999995,111.0,391.0,502.0
Time_to_first_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,36.12,111.0,392.0,503.0
Time_to_first_Visit_std_clinical_simple,0.0,0.0,0.0,0.0,36.18,111.0,393.0,504.0
Time_to_first_Visit_std_clinical_original,0.0,0.0,0.0,0.0,36.2,111.0,394.0,505.0
Duration_of_first_whole_fixation_std_medical,0.0,0.0,0.0,0.0,36.2,111.0,394.0,505.0
Duration_of_first_whole_fixation_mean_medical,0.0,0.0,0.0,0.0,36.36,111.0,396.0,507.0
Time_to_first_Visit_std_medical_original,0.0,0.0,0.0,0.0,36.4,111.0,397.0,508.0
Time_to_first_Visit_std_medical_simple,0.0,0.0,0.0,0.0,36.42,111.0,398.0,509.0
Time_to_first_whole_fixation_max_medical,0.0,0.0,0.0,0.0,36.5,111.0,399.0,510.0
Time_to_first_Visit_min_clinical_original,0.0,0.0,0.0,0.0,36.58,111.0,400.0,511.0
Maximum_duration_of_fixations_min_clinical_original,0.0,0.0,0.0,0.0,37.059999999999995,111.0,401.0,512.0
Time_to_first_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,37.08,111.0,402.0,513.0
Time_to_first_whole_fixation_min_medical,0.0,0.0,0.0,0.0,37.08,111.0,402.0,513.0
Time_to_first_Visit_min_medical_original,0.0,0.0,0.0,0.0,37.3,111.0,404.0,515.0
Time_to_first_Visit_min_medical_simple,0.0,0.0,0.0,0.0,37.4,111.0,405.0,516.0
Time_to_first_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,37.4,111.0,405.0,516.0
Time_to_first_Visit_max_clinical_original,0.0,0.0,0.0,0.0,37.4,111.0,405.0,516.0
Time_to_first_whole_fixation_std_medical,0.0,0.0,0.0,0.0,37.42,111.0,408.0,519.0
Time_to_first_Visit_max_medical_original,0.0,0.0,0.0,0.0,37.44,111.0,409.0,520.0
Time_to_first_whole_fixation_mean_medical,0.0,0.0,0.0,0.0,37.58,111.0,410.0,521.0
Number_of_Visits_std_clinical_simple,0.0,0.0,0.0,0.0,37.68,111.0,411.0,522.0
Maximum_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,38.059999999999995,111.0,412.0,523.0
Time_to_first_Visit_max_medical_simple,0.0,0.0,0.0,0.0,38.08,111.0,413.0,524.0
Duration_of_first_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,38.24,111.0,414.0,525.0
Number_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,38.28,111.0,415.0,526.0
Duration_of_first_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,38.339999999999996,111.0,416.0,527.0
Number_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,38.4,111.0,417.0,528.0
Number_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,38.4,111.0,417.0,528.0
Minimum_duration_of_whole_fixations_min_medical,5.0,2.0,1.0,2.0,39.612,97.0,432.0,529.0
Duration_of_first_Visit_mean_medical_original,0.0,0.0,0.0,0.0,38.42,111.0,419.0,530.0
Duration_of_first_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,38.46,111.0,420.0,531.0
Maximum_duration_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,38.559999999999995,111.0,421.0,532.0
Duration_of_first_Visit_std_clinical_original,0.0,0.0,0.0,0.0,39.059999999999995,111.0,422.0,533.0
Maximum_duration_of_fixations_std_medical_original,0.0,0.0,0.0,0.0,39.059999999999995,111.0,422.0,533.0
Duration_of_first_Visit_std_clinical_simple,0.0,0.0,0.0,0.0,39.22,111.0,424.0,535.0
Maximum_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,39.32000000000001,111.0,425.0,536.0
Duration_of_first_Visit_std_medical_original,0.0,0.0,0.0,0.0,39.339999999999996,111.0,426.0,537.0
Duration_of_first_Visit_std_medical_simple,0.0,0.0,0.0,0.0,39.379999999999995,111.0,427.0,538.0
Duration_of_first_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,39.4,111.0,428.0,539.0
Duration_of_first_Visit_min_clinical_original,0.0,0.0,0.0,0.0,39.4,111.0,428.0,539.0
Maximum_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,39.46,111.0,430.0,541.0
Duration_of_first_Visit_min_medical_original,0.0,0.0,0.0,0.0,39.54,111.0,431.0,542.0
Maximum_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,40.059999999999995,111.0,433.0,544.0
Maximum_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,40.1,111.0,434.0,545.0
Duration_of_first_Visit_max_clinical_original,0.0,0.0,0.0,0.0,40.36,111.0,435.0,546.0
Duration_of_first_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,40.36,111.0,435.0,546.0
Minimum_duration_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,40.36,111.0,435.0,546.0
Duration_of_first_Visit_max_medical_original,0.0,0.0,0.0,0.0,40.4,111.0,438.0,549.0
Duration_of_first_Visit_max_medical_simple,0.0,0.0,0.0,0.0,40.44,111.0,439.0,550.0
Number_of_saccades_in_AOI_mean_clinical_original,0.0,0.0,0.0,0.0,40.48,111.0,440.0,551.0
Minimum_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,40.74,111.0,441.0,552.0
Maximum_duration_of_fixations_std_clinical_original,0.0,0.0,0.0,0.0,41.059999999999995,111.0,442.0,553.0
Number_of_saccades_in_AOI_mean_clinical_simple,0.0,0.0,0.0,0.0,41.12,111.0,443.0,554.0
Number_of_saccades_in_AOI_mean_medical_original,0.0,0.0,0.0,0.0,41.260000000000005,111.0,444.0,555.0
Minimum_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,41.339999999999996,111.0,445.0,556.0
Average_duration_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,41.36,111.0,446.0,557.0
Number_of_saccades_in_AOI_mean_medical_simple,0.0,0.0,0.0,0.0,41.4,111.0,447.0,558.0
Number_of_saccades_in_AOI_std_clinical_original,0.0,0.0,0.0,0.0,41.42,111.0,448.0,559.0
Average_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,41.46,111.0,449.0,560.0
Number_of_saccades_in_AOI_std_clinical_simple,0.0,0.0,0.0,0.0,41.5,111.0,450.0,561.0
Number_of_saccades_in_AOI_std_medical_original,0.0,0.0,0.0,0.0,41.64,111.0,451.0,562.0
Maximum_duration_of_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,42.059999999999995,111.0,452.0,563.0
Average_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,42.24,111.0,453.0,564.0
Number_of_saccades_in_AOI_std_medical_simple,0.0,0.0,0.0,0.0,42.28,111.0,454.0,565.0
Number_of_saccades_in_AOI_max_clinical_original,0.0,0.0,0.0,0.0,42.339999999999996,111.0,455.0,566.0
Time_to_entry_saccade_min_clinical_simple,5.0,2.0,1.0,2.0,43.512,97.0,470.0,567.0
Number_of_saccades_in_AOI_max_medical_original,0.0,0.0,0.0,0.0,42.4,111.0,456.0,567.0
Number_of_saccades_in_AOI_max_clinical_simple,0.0,0.0,0.0,0.0,42.4,111.0,456.0,567.0
Time_to_entry_saccade_min_medical_simple,5.0,2.0,1.0,2.0,43.552,97.0,471.0,568.0
Number_of_saccades_in_AOI_max_medical_simple,0.0,0.0,0.0,0.0,42.42,111.0,458.0,569.0
Average_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,42.44,111.0,459.0,570.0
Time_to_entry_saccade_mean_clinical_original,0.0,0.0,0.0,0.0,42.5,111.0,460.0,571.0
Total_duration_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,42.559999999999995,111.0,461.0,572.0
Maximum_duration_of_fixations_mean_medical_original,0.0,0.0,0.0,0.0,43.059999999999995,111.0,462.0,573.0
Time_to_entry_saccade_mean_clinical_simple,0.0,0.0,0.0,0.0,43.1,111.0,463.0,574.0
Time_to_entry_saccade_mean_medical_original,0.0,0.0,0.0,0.0,43.3,111.0,464.0,575.0
Total_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,43.339999999999996,111.0,465.0,576.0
Time_to_entry_saccade_mean_medical_simple,0.0,0.0,0.0,0.0,43.4,111.0,466.0,577.0
Total_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,43.4,111.0,466.0,577.0
Time_to_entry_saccade_std_clinical_original,0.0,0.0,0.0,0.0,43.42,111.0,468.0,579.0
Time_to_entry_saccade_std_clinical_simple,0.0,0.0,0.0,0.0,43.48,111.0,469.0,580.0
Average_pupil_diameter_max_medical,0.0,0.0,0.0,0.0,43.58,111.0,472.0,583.0
Time_to_entry_saccade_std_medical_original,0.0,0.0,0.0,0.0,43.7,111.0,473.0,584.0
Maximum_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,44.059999999999995,111.0,474.0,585.0
Time_to_entry_saccade_std_medical_simple,0.0,0.0,0.0,0.0,44.16,111.0,475.0,586.0
Average_pupil_diameter_min_medical,0.0,0.0,0.0,0.0,44.28,111.0,476.0,587.0
Time_to_exit_saccade_min_clinical_original,5.0,2.0,1.0,2.0,45.532,97.0,490.0,587.0
Time_to_entry_saccade_min_clinical_original,0.0,0.0,0.0,0.0,44.3,111.0,477.0,588.0
Average_pupil_diameter_std_medical,0.0,0.0,0.0,0.0,44.36,111.0,478.0,589.0
Time_to_entry_saccade_min_medical_original,0.0,0.0,0.0,0.0,44.42,111.0,479.0,590.0
Average_pupil_diameter_mean_medical,0.0,0.0,0.0,0.0,44.5,111.0,480.0,591.0
Maximum_duration_of_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,45.059999999999995,111.0,481.0,592.0
Time_to_entry_saccade_max_clinical_original,0.0,0.0,0.0,0.0,45.08,111.0,482.0,593.0
Duration_of_first_fixation_max_medical,0.0,0.0,0.0,0.0,45.08,111.0,482.0,593.0
Duration_of_first_fixation_min_medical,0.0,0.0,0.0,0.0,45.3,111.0,484.0,595.0
Time_to_entry_saccade_max_clinical_simple,0.0,0.0,0.0,0.0,45.339999999999996,111.0,485.0,596.0
Time_to_entry_saccade_max_medical_simple,0.0,0.0,0.0,0.0,45.379999999999995,111.0,486.0,597.0
Time_to_entry_saccade_max_medical_original,0.0,0.0,0.0,0.0,45.4,111.0,487.0,598.0
Time_to_exit_saccade_mean_clinical_original,0.0,0.0,0.0,0.0,45.4,111.0,487.0,598.0
Duration_of_first_fixation_std_medical,0.0,0.0,0.0,0.0,45.46,111.0,489.0,600.0
Duration_of_first_fixation_mean_medical,0.0,0.0,0.0,0.0,45.760000000000005,111.0,491.0,602.0
Time_to_exit_saccade_mean_clinical_simple,0.0,0.0,0.0,0.0,45.9,111.0,492.0,603.0
Minimum_duration_of_fixations_max_medical_simple,0.0,0.0,0.0,0.0,46.059999999999995,111.0,493.0,604.0
Time_to_exit_saccade_mean_medical_original,0.0,0.0,0.0,0.0,46.1,111.0,494.0,605.0
Peak_velocity_of_exit_saccade_min_medical_original,20.0,8.0,4.0,8.0,48.327999999999996,88.0,517.0,605.0
Time_to_exit_saccade_mean_medical_simple,0.0,0.0,0.0,0.0,46.3,111.0,495.0,606.0
Time_to_first_fixation_max_medical,0.0,0.0,0.0,0.0,46.36,111.0,496.0,607.0
Peak_velocity_of_entry_saccade_max_clinical_simple,10.0,4.0,2.0,4.0,48.184000000000005,93.0,514.0,607.0
Time_to_exit_saccade_std_clinical_original,0.0,0.0,0.0,0.0,46.379999999999995,111.0,497.0,608.0
Time_to_exit_saccade_std_clinical_simple,0.0,0.0,0.0,0.0,46.42,111.0,498.0,609.0
Time_to_exit_saccade_std_medical_original,0.0,0.0,0.0,0.0,46.42,111.0,498.0,609.0
Time_to_exit_saccade_std_medical_simple,0.0,0.0,0.0,0.0,46.48,111.0,500.0,611.0
Time_to_first_fixation_min_medical,0.0,0.0,0.0,0.0,46.5,111.0,501.0,612.0
Minimum_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,47.059999999999995,111.0,502.0,613.0
Time_to_first_fixation_std_medical,0.0,0.0,0.0,0.0,47.16,111.0,503.0,614.0
Time_to_exit_saccade_min_clinical_simple,0.0,0.0,0.0,0.0,47.260000000000005,111.0,504.0,615.0
Time_to_first_fixation_mean_medical,0.0,0.0,0.0,0.0,47.260000000000005,111.0,504.0,615.0
Time_to_exit_saccade_min_medical_original,0.0,0.0,0.0,0.0,47.4,111.0,506.0,617.0
Time_to_exit_saccade_max_clinical_original,0.0,0.0,0.0,0.0,47.4,111.0,506.0,617.0
Time_to_exit_saccade_min_medical_simple,0.0,0.0,0.0,0.0,47.4,111.0,506.0,617.0
Time_to_exit_saccade_max_clinical_simple,0.0,0.0,0.0,0.0,47.44,111.0,509.0,620.0
Number_of_fixations_max_medical,0.0,0.0,0.0,0.0,47.48,111.0,510.0,621.0
Time_to_exit_saccade_max_medical_original,0.0,0.0,0.0,0.0,47.760000000000005,111.0,511.0,622.0
Number_of_fixations_std_medical,0.0,0.0,0.0,0.0,48.019999999999996,111.0,512.0,623.0
Minimum_duration_of_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,48.059999999999995,111.0,513.0,624.0
Number_of_fixations_mean_medical,0.0,0.0,0.0,0.0,48.22,111.0,515.0,626.0
Peak_velocity_of_entry_saccade_mean_clinical_simple,0.0,0.0,0.0,0.0,48.22,111.0,515.0,626.0
Time_to_exit_saccade_max_medical_simple,0.0,0.0,0.0,0.0,48.379999999999995,111.0,518.0,629.0
Peak_velocity_of_entry_saccade_mean_clinical_original,0.0,0.0,0.0,0.0,48.4,111.0,519.0,630.0
