	RC_1	RC_2	RC_3	RC_4	RC_5	RC_6	RC_7	RC_8	RC_9	RC_10	RC_11	RC_12	RC_13	RC_14	RC_15	RC_16	RC_17	RC_18	RC_19	RC_20	RC_21	RC_22	RC_23
Time_to_first_whole_fixation_min_medical_simple	0.04363500361651209	0.0065549487338235485	0.003597523409992016	-0.02247826825139368	0.0035036257103232727	0.006216957869631911	0.0005350935959197098	-0.007778202820467871	-0.012929562487093964	0.011231287846123735	0.07369155453730769	-0.08695857181326076	0.012052236841294117	-0.07222164680237136	-0.021461555495166717	-0.09843865384101241	-0.14350798904818662	-0.10905272268744183	-0.023308798946732254	0.027515207492705952	0.02148944813105174	-0.03681512145309217	-0.10263081300743716
Time_to_first_whole_fixation_max_clinical_original	-0.06564734624713399	-0.013781715164172622	0.008333045709377093	-0.0005502844323920204	0.01967890343146431	-0.005785900035302358	0.006795017287855169	-0.024940571803792787	-0.0151620895268191	-0.03363820009266911	-0.0017375547875460127	0.01665226234174443	0.01620425828724005	-0.050241442933695396	-0.0022852030924535396	-0.03968881874590649	-0.021426447914678657	-0.007681916254715866	-0.0018707917829921972	0.020157462608085146	-0.0034796371856555437	-0.06572505117249934	0.02364657914271155
Time_to_first_whole_fixation_max_clinical_simple	-0.04828893153876824	0.010889606169107132	0.013371326315740438	-0.041861883210155125	-0.02567997445658391	0.00836263224168518	-0.012607810327300828	-0.01114957291698296	-0.015393065435869333	0.0016286092418315973	0.02265435304352647	0.0015179136671588424	0.005239478605417363	-0.013514656801532217	0.050995957243389886	-0.007164957602058443	0.016273051561370697	0.011149167944418486	-0.02408083672453923	0.0029786718336438653	0.029813725087721146	-0.10142346807396982	0.033438210897965934
Time_to_first_whole_fixation_max_medical_original	-0.06355162091366784	-0.032038229428733404	0.0056136926890924255	0.0177682117528489	0.03374709302751065	-0.0362069317896147	-0.04712518480390336	-0.0008186727171705895	0.015439138694271253	-0.012672409519701704	-0.03749945255884553	0.004322076185981323	0.005577486947360629	0.03909534748830192	-0.007187445472294382	-0.01896469015991344	0.01684697183422176	-0.00852087990104345	0.05982047314897349	-0.009961647331729797	-0.029728163261576675	-0.01872388479321625	0.039937113679586224
Time_to_first_whole_fixation_max_medical_simple	-0.1137405401777335	-0.0006371951228839191	-0.009627115146261283	-0.005066632392040466	0.010462730670247895	0.018614302156562998	-0.01133681459967544	0.0062444867119962	0.0233490032385435	0.011775119318311602	0.0033974046154699442	-0.02256037926819774	0.006802684148419142	-0.03207389196178096	0.013802308894302819	0.043760105340292996	-0.0018530203074507705	-0.04545819465799329	0.007786965674683944	0.013858175690592896	0.015834351195079956	-0.012481812869908125	0.020306748611342462
Duration_of_first_whole_fixation_mean_clinical_original	-0.004901810761307698	-0.0024990164559443324	0.005456995950214118	-0.0032903164708366055	-0.006655897798629024	0.002677813675865267	0.008210118711740745	-0.005022837217539187	0.07051125952476373	-0.09544754444996206	0.03257402694528112	-0.018451791851413643	0.00485654475421852	-0.0015966737395944235	0.005743674574340789	0.016721830896018863	0.0014483369181549166	-0.01886541832966652	-0.013681250775456212	0.0008982279863127261	-0.02263677098027513	0.0022183784209483894	-0.0021808018674779875
Duration_of_first_whole_fixation_mean_clinical_simple	-0.0017562199437958581	0.015423446720062935	0.004781517110306842	-0.08648290737927652	-0.019543198164822317	-0.0027494581392440948	-0.004723028368929927	-0.0007059068692240626	0.10444358907408126	-0.006387227830778257	-0.0029990942812966235	-0.009508443333792428	0.02317395099655423	0.02001823284948274	0.02546484506261086	0.010443740279109751	0.010482059607259519	-0.0062395565240676906	0.01856749575851945	-0.003169852972396495	-0.004159659029103876	-0.012138989375344376	0.02341511654967475
Duration_of_first_whole_fixation_mean_medical_original	-0.018002546359534462	-0.0958103273959644	0.00904521463407506	0.003019465241518566	-0.004116382767413116	-0.0004066603539671702	0.00759855610095796	-0.00932844760596373	0.10706191707678728	-0.005052536794979537	0.010544366675157206	0.0001114068417511343	0.014672935155574005	-0.0016375243353126266	0.030831354042257855	0.0113723491462805	-0.012069917145375938	-0.012880827507340558	-0.0063015107786567525	0.008290171705207967	-0.006603440555268756	0.008403730322454372	0.028780523083191293
Duration_of_first_whole_fixation_mean_medical_simple	-0.01885380215106906	0.013050580237968	-0.07554787108151399	-0.00028686779575944223	0.000729144222678341	0.003888512173072563	-0.009137114592520201	-0.013620240431007251	0.11871082863161685	0.0059295478483928675	0.014833311199280172	-0.0052088277284772205	0.022103459202918008	-0.006544746558113927	0.011955064348105372	0.0010543130427016507	-0.009249577130830994	-0.016747022369272356	-0.006157305802230069	0.016674334762513947	-0.016905016059755362	-0.005680379299247986	0.011275173761509927
Duration_of_first_whole_fixation_std_clinical_original	-0.004934441279988895	0.01660959388122186	0.018951285339470988	-0.005897994196424191	-0.0037617238864748556	-0.012470537466367372	0.003957151790198616	-0.013317958837850362	0.03961998332206819	-0.04057147867268741	0.14164645282051327	-0.0355676666420189	-0.01637618678993885	-0.06209940172212634	-0.0285588421834337	0.01704774623786089	0.01659554571337092	-0.02751497143514996	-0.00868755979051433	-0.01111669436138554	-0.04124228697982031	-0.013637603592913983	-0.01597935740739592
Duration_of_first_whole_fixation_std_clinical_simple	0.04931764706945192	0.026990619395974597	0.007389307127031113	-0.02933413611036531	-0.010713974005669553	0.006375357099735893	0.01364165087318338	-0.012159042166123336	0.007793888339291635	-0.03832462535147006	-0.03643612930034273	-0.030318641030590062	0.017176721330446402	-0.015207122250882959	0.01821848329266635	0.012930397732077771	0.05625903408488207	-0.025391698523519385	0.18070423078031667	-0.004162727705165431	0.01581646670575401	-0.03707114984243774	0.04229129856853963
Duration_of_first_whole_fixation_std_medical_original	-0.021972702991654196	-0.06358411926530357	0.03219521913713385	0.01929086799063846	0.004473522206248006	0.0013048457585862778	0.033067152743626926	-0.028108709207860596	0.04195331799188355	-0.0017831977820026825	0.041646783638659146	0.020946380877111172	-0.014830337291001227	-0.02672922726237077	0.01649666689774872	-0.020868879683962303	-0.05914032680589097	-0.008797943289809188	0.07765037664278798	0.05460428820190462	-0.019678004070687337	0.001351391984836371	0.062220402373463296
Duration_of_first_whole_fixation_std_medical_simple	-0.029212341452191305	0.025336912350887263	-0.03876251857134349	0.0332721601467948	0.002194107744257612	-0.011574482700040347	-0.00975527688632229	-0.0022704459441461986	0.0569851249919772	0.029530652514547208	0.06218291443302865	0.004644913503529413	0.0004784918975590461	-0.0035775208398000956	-0.0341248245122533	-0.006426206286652137	-0.034185183132682734	0.022442132306398053	0.08859661426453344	0.03900367634087375	-0.007070233871909261	-0.012621382983536506	0.032027256367422756
Duration_of_first_whole_fixation_min_clinical_original	-0.019626375235211744	-0.013608142473533962	-0.0013775157352507858	-0.005291061821641029	-0.00805241862160224	0.018286372919483523	0.019567761379538983	0.005741749621851524	0.0076553130615101455	-0.0903515138437592	0.015801214720316023	-0.008302161854546655	0.005812049330900144	0.017236849452746502	0.016580012985710872	0.00416581574286226	-0.02753043066819883	0.028935714032587396	-0.009860830165370017	-0.0016180836017772532	-0.01854037100919165	0.0255822834612543	-0.1180783426097963
Duration_of_first_whole_fixation_min_clinical_simple	-0.030054566957111638	-0.013286287702776846	-0.01196775698689583	-0.09183215523540826	0.0338874207858975	-0.013112005850534514	-0.033517737950359255	0.01724020355618619	0.02501506376289279	0.005228733373171191	-0.047482709701839376	-0.03129048955569682	-0.004153110658270519	0.018952450058149963	-0.05514085402589659	0.025120568655450166	0.012407502445280954	0.03714349355154937	0.028484981595564986	-0.01640909640942808	-0.019113083334549755	0.02510104703698822	-0.05445670238542976
Duration_of_first_whole_fixation_min_medical_original	-0.02971986158971152	-0.11783790687190862	0.002565054321965228	-0.007418124181774812	0.0009326517776778375	-0.0014320882340875319	-0.0006159103729570921	0.008733158432467284	0.027970804906824565	-0.011589106748191615	-0.024163884266351167	0.012630513637198642	-0.007705604799581939	-0.007313434200287845	-0.0072496694207156535	-0.016342862906979286	0.005888440696829464	0.009145560732390052	0.010997948181310712	-0.0010573952565789578	0.005356358860255106	0.028430038805132583	-0.027909151819180262
Duration_of_first_whole_fixation_min_medical_simple	-0.01444550958068413	-0.0027489003791678905	-0.12138968851569755	-0.007222128077274657	-3.07277385204851e-05	-0.016961524654094295	0.0003758479072842209	0.014168096147335945	0.01789065461692655	0.0003253690681974642	-0.012342137690060971	0.017934166918852173	0.009267848394318443	0.008568522177023188	-0.00126827152966865	-0.02395675944663325	-0.0038782192593832913	-0.01963366990434576	-0.002158187557767996	0.00022800578230318768	0.03793357805781867	0.008064693346569172	-0.03590289248646448
Duration_of_first_whole_fixation_max_clinical_original	-0.015452746283808662	0.02816064764355428	0.026972816503190222	-0.018096580007505265	-0.006499650199241242	-0.019012671156000752	-0.023408830006696954	0.003428424036195014	0.008484132194224355	-0.009152147676344802	0.2131454008686077	-0.017323850153407542	-0.017214650498986787	-0.020757012285628366	-0.04971517414792495	-0.0012458900265145331	0.048686275872265726	-0.018761402388131003	-0.05505547015666357	-0.02983614649811301	-0.024646600034111153	0.008843619098917803	-0.0337065084919824
Duration_of_first_whole_fixation_max_clinical_simple	0.07712944629299417	0.015266790869368094	-0.012272117311433234	-0.008256971353071242	-0.010010945454799924	0.013974354701398817	0.01601226052727758	0.0006937203552206298	-0.06877185253076373	-0.03625472141332865	-0.03453627605562571	-0.03404374977813045	0.01968883080903777	-0.028238716410948855	-0.009696128109413385	0.06305581539737246	0.05652885966970611	-0.039278303369069074	0.22965544848397837	-0.03991171498652227	0.03054114660093825	-0.021294897147815184	0.006179377973133723
Duration_of_first_whole_fixation_max_medical_original	0.03343791061388608	-0.03247561467446914	0.019269744999239606	-0.008278037657147068	-0.005163420918005559	0.03703106972223217	0.05036354852744645	-0.04265697515309066	-0.02941861654419105	0.014102789889313157	0.08336490133604875	0.03193985099386097	-0.03466555083282797	-0.03619736584638863	0.03215436198107021	-0.06097632129936949	-0.08860669511029892	0.04201361821212494	0.07160148347591837	-0.031607693055588616	-0.03191729234258485	-0.017158508073145805	0.010002519123762002
Duration_of_first_whole_fixation_max_medical_simple	-0.011857038789557649	0.02466710893103385	-0.024535255511509042	0.022540159208095496	0.010625089222082017	0.021828376105656837	-0.012355456279018354	0.017455864523972534	-0.04241715529480494	0.052758107038743465	0.10767403529192582	0.018347005836821462	0.002509319731627905	0.05223921385930907	-0.027797855834013455	-0.017952247232023044	-0.011643974514384632	0.05833082933550715	0.1313256727193235	-0.006967989520856393	0.020448533349458894	0.01969894630184345	-0.1133161300765608
Average_whole-fixation_pupil_diameter_mean_clinical_original	0.002614990893203408	0.005179980281618166	0.002107085007948026	0.008506671045850274	-0.005567233849344419	-0.0018503229705894117	-0.0004298640942758179	-0.0029326514798731053	0.001974425793705874	-0.07348430445475852	-0.0022688845004005874	0.14664107728960873	-0.0019758084382192507	-0.012591041514444772	3.311065970785574e-05	0.013691991265231759	-0.0034979724161495434	-0.006575566003692135	0.0006659318651459939	-0.005722810944243067	-0.003875964720792556	0.007007441361653276	-0.006744497063637178
Average_whole-fixation_pupil_diameter_mean_clinical_simple	0.010322513191364147	0.020305227517788873	0.024663266561616735	-0.07400814605327033	0.004134623822859616	0.005665052798267856	-0.018961087926876553	-0.011575478994028505	-0.00585639108563813	0.017170780661327066	-0.0012082913072717636	0.19023794914615938	0.0002175430641682318	-0.012378370637616543	-0.007729772125749513	0.01879689747983342	0.003478667758061505	-0.015884567915530112	0.0016662537156709608	-0.004031555571334023	-0.006604470955759348	0.0025586380261912248	-0.00039455603980442853
Average_whole-fixation_pupil_diameter_mean_medical_original	0.009834785137092359	-0.06508142402223596	0.025181219957990022	0.005228885879053088	0.011763509015094736	-0.0036521668852135276	-0.017794745954697783	-0.004649350060254168	-0.004135429144634597	0.01394670800942128	-0.00397313581324725	0.1912666181430294	-0.002854454321844554	-0.018062725080546814	-0.0011727636724380925	0.02161587535790997	-0.0019849748991752143	-0.00944811404461677	-0.005985539678111575	0.0012580254534089446	-0.004843841890584057	-0.0016082606729327352	0.0015527805664620681
Average_whole-fixation_pupil_diameter_mean_medical_simple	0.00781852933686539	0.023302652770135875	-0.06620539875563934	0.008561060497432453	0.0014575195322192884	0.01637847363609907	-0.0007667919097421882	-0.013195134026583566	-0.004668872568017888	0.011047570112679244	-0.00939688445788575	0.18480183982469195	4.912127688098374e-05	-0.01646260106854497	-0.011105619135370472	0.02902929832356669	-0.006028387761339486	-0.007699866726718456	-0.0024236301049604544	0.004417451431639222	-0.010121313665125389	-0.0051236071969359516	0.0007650214898261428
Average_whole-fixation_pupil_diameter_std_clinical_original	-0.007951646534684938	-0.014549172047537164	0.004987736456668895	0.0554522086219547	0.00994338134816222	-0.014788271644347059	0.0011945983524500223	0.017582911850614388	0.017450733571582715	-0.02232952144412397	0.011168355729701422	0.04746439943248269	-0.004642810731793162	0.04201386568461114	0.008584061135634981	0.2331909053172013	-0.006195747860291045	-0.022661224387372562	0.014552043013628679	0.02082087382047114	0.00025529192492613464	-0.0092979982346299	-0.015893643672034326
Average_whole-fixation_pupil_diameter_std_clinical_simple	-0.06781024933600423	0.007560878917538286	0.02853358348890046	-0.03935370409078599	0.0023655236697969727	-0.004445602468050769	0.028531755571294008	0.01623090828693049	0.008699135455416127	0.016530497893887386	0.05170369907312203	0.06491596482548767	-0.01617996876009604	0.05740010520334848	0.035462388243091815	0.2025096525887608	-0.0208447757530188	0.012728974566793538	-0.004493178039959056	0.08263941361181394	0.002634556862991968	0.016719109347646345	0.0017007391545007058
Average_whole-fixation_pupil_diameter_std_medical_original	-0.004228430858318447	-0.058541521041964	0.014759500671396635	0.05691917772268251	0.020481850807170368	-0.012327258031345142	0.021201097428367312	-0.003238811845633587	-0.019099240737095558	0.011125013371092231	0.025506224540450952	0.025776059599880767	-0.001750356627517938	0.02563935128156305	-0.011488343906897082	0.2152594138289856	-0.02366046536555452	-0.002859107247982763	-0.026931896823533693	0.0658211433750999	-0.01579693795712821	-0.03560637315012495	-0.006028002813185602
Average_whole-fixation_pupil_diameter_std_medical_simple	-0.014961881246384128	0.0033487221033452826	-0.015955917455351114	0.05787326043262711	0.022913675672421363	0.023475182173615296	0.0011126887397659698	-0.005674521291293559	0.016390429202098992	0.010990738308520846	0.014932726803916455	0.07185784645222817	0.0017074120705956345	0.04664247986802548	0.002766832018828178	0.19178016590632743	0.02306460710378137	-0.003199188899207387	-0.0005569224136982478	0.051817933422006766	0.004605907967579552	-0.017109274001953112	0.01175230282734456
Average_whole-fixation_pupil_diameter_min_clinical_original	0.006442997321804816	0.0055108630472546355	-0.0003518152746062668	-0.006038858933917542	-0.009233526522067412	0.001433405551470932	0.006936841586134893	-0.0043569082962574895	-0.0019223242972983311	-0.07853211712977491	-0.001052622169445603	0.1464677574307347	0.0004968159775027662	-0.018609398562320155	0.003134156362740202	-0.03184685034723853	-0.0007681490627289713	-0.005921011171711687	-0.007408162978204219	-0.007816345255510034	-0.0024168647369416712	0.0066814442545644675	0.005438539899163715
Average_whole-fixation_pupil_diameter_min_clinical_simple	0.014947042753090063	0.013966818804680783	0.020851190627893666	-0.07168526260443686	0.009716061773301641	0.006037877429887188	-0.02032754910824141	-0.009946731414746368	-0.01324277084678704	0.011391272094692349	-0.009168106300864945	0.18450728614259718	0.012502385985012692	-0.01551373301842212	-0.008400972322936268	-0.03891479182239057	0.008814035408329826	-0.012930260895922566	-0.002572773995851515	-0.019627017140843438	0.006136466674972306	0.010006332427983156	-0.00593910538231426
Average_whole-fixation_pupil_diameter_min_medical_original	0.02112730948143662	-0.05989263645490226	0.019767096059599223	-0.017438406666259055	0.007241995635598092	0.013512684894847941	-0.017889456714903003	-0.005763384314406044	-0.010104285203205735	0.00843685313259908	-0.004446654315445942	0.19246931052198107	0.005124798004732872	-0.01334334413982139	-0.0006633390707409809	-0.04072308612424646	0.017549514603951197	-0.0023973118380363856	-0.0104859493270174	-0.008786495022347632	0.003310742756478831	-0.008451484475837783	0.009123359437748163
Average_whole-fixation_pupil_diameter_min_medical_simple	0.016777023977516167	0.02249617611975453	-0.07367945762317048	-0.023572919670362485	0.002203884788563879	-0.0012839018423413976	-0.0042105342252051516	-0.008280823564308936	-0.004779093563632574	0.005361433287417728	-0.019304411329497777	0.17398541189922193	0.0010637470256841676	-0.008729064923436232	-0.008903963496337935	-0.027320581604549143	-0.013402387997306654	0.0028226102360152943	0.006278925020774223	-0.01249807866547767	-0.01647823715417401	0.00973702276960238	-0.0016481987253305823
Average_whole-fixation_pupil_diameter_max_clinical_original	0.00295881077425777	0.0004480069792158619	0.002743057788587036	0.014995233292746442	-0.0010967631384724101	-0.004382269137808492	0.003796759440410098	0.0014424297650906166	0.0008296532671819273	-0.06970393629937444	-5.9366633113458524e-05	0.13463280841915623	0.0025021133262911346	0.0038324076665524746	-0.011081377774300072	0.052472687713013215	-0.006103433648548658	-0.007050018368253442	0.0037185270117836024	0.001679832685182827	0.006287914420527919	0.0017739407014945446	-0.011475802806333079
Average_whole-fixation_pupil_diameter_max_clinical_simple	-0.010210886204682027	0.022661093263570478	0.02710629280002068	-0.07626760326883393	0.004872400405311507	0.0074039611753957185	-0.005690290954056393	-0.005241182211023975	3.211913094276493e-05	0.021530341259542635	0.005708488745858838	0.1730033027990865	0.002623639656467325	0.01626102921391731	-0.01273132201190527	0.05268074412526461	-0.0023290080139825716	-0.01082838254821788	-0.005534454233657351	0.025062337099661127	0.004882888120627605	0.004239190048758164	-0.001581264208845286
Average_whole-fixation_pupil_diameter_max_medical_original	0.01888741443245588	-0.08418234492492749	0.019507727953379086	0.008584432372913496	0.006992666174065824	0.010884557311511108	0.010255482930631667	0.0008901105731110076	-0.02823678223184626	0.01334762492188977	0.009417752201647561	0.1586044755235165	0.014357811554616648	-0.003511044501053415	-0.01569813127235057	0.050112844394418564	-0.01735055672385697	-0.006501397008468807	-0.01069566053306276	0.03326542249856736	-0.006966461039128596	-0.02768307226304271	-0.027347037867707757
Average_whole-fixation_pupil_diameter_max_medical_simple	0.004059867702120977	0.02331310692796626	-0.058433392390668075	0.01931187185236378	0.02079129710416741	0.011869149552552626	0.0023328174421794264	-0.02678197198651841	0.022617889424027638	0.02275273221046774	0.0007859691585254687	0.16789223349748564	0.029348187890368447	0.00931826119370226	-0.016626089846996164	0.048360611508361136	-0.011587678589985044	0.024102981103805012	0.0003092839505575645	0.019134029219205123	0.00953424947089928	-0.004328642056512024	-0.014267687086808813
Total_duration_of_Visit_mean_clinical_original	-0.04102059854267938	-0.0023335134570753565	0.007000136116424847	0.010556742828405213	-0.0074421655912925095	-0.011146361418164373	0.01649176256091148	-0.08974536178152082	-0.00891705348597363	-0.02155289013076073	-0.007870523848320654	0.008784617433855455	0.004799361876476711	-0.03540618903877845	-0.018036033425418124	-0.014888834615495382	-0.004361473406839258	-0.010693268328598207	-0.011852939251232307	-0.0032103650555437998	-0.016081944824871092	-0.031149264595444228	-0.004707003915294882
Total_duration_of_Visit_mean_clinical_simple	-0.03317973027157071	0.026946899231730125	0.007920343677735512	-0.02183332407941181	-0.027422123140339393	-0.009450798154116938	-0.021287055613630198	-0.08861002524084272	-0.0033585123123675785	0.004324715770292005	-0.021853588851883318	-0.0007349847874459954	-0.0014563377551133053	0.005150674425344766	0.032802039029043245	-0.0033434894517870837	0.008914645109426928	0.006153903146144837	0.008784428052625632	0.009287016795079539	0.007856346218953288	-0.03148372432602603	0.011201748507557563
Total_duration_of_Visit_mean_medical_original	-0.04464041669944242	-0.01894242575246716	0.009929301527140244	0.016549814896945868	0.020465946445597388	-0.013869333211438907	-0.03748884424563632	-0.08373621070121823	0.013937930553929705	-0.00035870750214033267	-0.03661261511770356	-0.004386553179516734	-0.003292596046688811	0.006212482885007118	0.013040544750806207	-0.00852805296848265	-0.013749468095249283	-0.0072773164651964	0.01651994462074649	-0.016283234120854334	-0.02288315085664884	0.003612469890593815	-0.007441627092546429
Total_duration_of_Visit_mean_medical_simple	-0.05638696388798207	0.02582304194075142	-0.008959277311766538	0.01003863232952473	0.0018868173031862283	0.005235296520714903	-0.006273017275595275	-0.09475936593299591	0.015346640535828328	0.016242101233023352	-0.005887455697826829	-0.01132536155620987	-0.0029296987609106176	-0.008172485193759366	-0.009974846268366483	0.006156953586869464	0.0015493872302594187	-0.019863178623060206	-0.010498598901903352	0.0006327545343794418	0.0002757825017185014	0.0015929956096322473	0.0063729013118177975
Total_duration_of_Visit_std_clinical_original	-0.054508871716236355	0.0031726250009435843	0.007926905670614765	0.0035534419123355887	-0.01059938141046834	-0.0110660156761704	0.010990295857490983	-0.0699097319844832	-0.03367933321322692	-0.01530232855118579	0.010617917534089093	0.017261130235595237	0.008699123385062589	-0.028590806884676037	-0.0057808523442694675	-0.010663730264400678	0.0045929474482855085	-0.029330080124524142	-0.0023627302563559954	-0.050035615929197974	-0.00576860605264034	-0.008894131052640187	0.010260557578883374
Total_duration_of_Visit_std_clinical_simple	-0.04246927347728472	0.01936182909919093	0.011962434556453414	-0.01782155321526239	-0.023046365595161235	-0.011800066619219556	-0.0016255626726263477	-0.07635495632937087	-0.042091670167475365	-0.0077841576093316866	-0.017992952040033695	0.004206913967731076	-0.009752621501576273	0.0420065970818372	0.029713621099137853	0.0030112147642267725	0.012612735089155487	-0.005590388463012836	0.036352325406477315	0.03539746587777656	-0.0034878104811473503	-0.018801160575368268	0.03967143417572944
Total_duration_of_Visit_std_medical_original	-0.054773446037951146	-0.016316974015806913	0.00696623867441232	0.0033195110940856263	0.018234337853985844	-0.01368203026710177	-0.046218335114948675	-0.07221965011251118	-0.020030449281469395	0.006089977788759	-0.01910676815823715	-0.015188742674905274	0.01934323541594269	0.0006543210120245589	0.0122335678838959	0.015373520324487256	-0.031022195098888983	-0.040685844542516655	0.03963063138425442	-0.0315616966432891	-0.036759323192548314	0.033878015079948545	-0.00021718539037079616
Total_duration_of_Visit_std_medical_simple	-0.0766850999599913	0.021507689912331304	-0.006002261412899316	0.007574601734597338	-0.010343411823195365	0.008603335225097961	0.0025210122399113464	-0.08560205698319123	-0.009858222109844024	0.018002466065361107	0.021439183655655048	-0.002695200776942343	-0.009453536274896679	-0.00887448421056692	0.007861974751235496	0.018390746834015446	-0.0034522786579134577	-0.035061096715613096	0.004996998825493452	0.004111675635313687	-0.0015343172093899642	0.033756372809148213	0.014076876072624794
Total_duration_of_Visit_max_clinical_original	-0.028786754442969697	0.013867150384499354	0.005378785062427746	-0.0003577935040351252	-0.0028010272514310025	0.008847365335866575	0.00421164832763573	-0.04573607783849935	-0.03749534613142969	-0.007493233076438786	0.012975601512388166	0.006342846529080787	0.017013494074363485	-0.0032512017773127194	0.0018815772988911108	-0.029745024808395946	0.012688023717326746	-0.03880246434199872	-0.02700031412616801	-0.1559705346815053	0.004141359436046614	-0.01055736547614996	0.01966161427494632
Total_duration_of_Visit_max_clinical_simple	-0.02968208394988881	0.0034140994406521713	0.004353260916471246	-0.00826366929541321	-0.013514938665460833	-0.007089869427762269	0.004788033411604278	-0.05264486154780462	-0.06119868599549949	-0.016433301195926203	-0.0224445806451985	-0.0018599989836815094	-0.007148681346843223	0.13959544192697362	-0.023740040165109666	-0.0036354439937266165	0.01669637087370384	-0.029630728232454835	0.029095951592283963	0.08568957296538111	0.0017459135046468048	-0.008928410087951661	0.07215069698476592
Total_duration_of_Visit_max_medical_original	-0.019705853023317697	-0.019206868002042903	-0.020976857486393278	-0.011318816531018804	0.020775949297743315	-0.027263001529440146	-0.019353819660609665	-0.042402428439913493	-0.08834675470788675	0.021679627269694933	0.021434100876209908	-0.017765669457667617	0.053901173774656065	0.028650055642926338	0.004905636591240494	0.046973573576441684	-0.025100477616375565	-0.0988130097544412	0.051786550095651716	-0.07244451527864795	0.00011723196420157579	0.03696287638966458	0.033932689670594145
Total_duration_of_Visit_max_medical_simple	-0.040785354298429395	0.0099139611611488	0.007538494495618929	0.0043127311948637686	-0.003350616945511434	0.031337372785247536	0.011668561977448026	-0.05887935298009974	0.011072595282362619	0.013071616629042725	0.022774595210170383	0.006339176328966075	0.00676256248934507	0.001328853348087859	0.01012539854104677	0.014409932246982962	2.6921868272390505e-05	-0.16150807404001247	0.007922632259145102	-0.020280530113695322	0.02699351302071581	0.0570557873833119	0.008437421292005965
Average_duration_of_Visit_mean_clinical_original	0.0133652538939289	0.003266396181410846	0.005166627670254963	0.012608048294655769	-0.007421262143076476	-0.004628621602986053	0.01272010826145069	-0.10293439743446908	0.011387642961227854	-0.03510799561281188	0.02840332702039323	0.008922913118341346	-0.006835246010419551	0.02155174066636838	0.011445398112191712	-0.012756970059045847	-0.005556365270133154	0.04048013844899121	-0.01747339791789352	-0.01721958010081561	0.012038618623576452	-0.008393627894396884	-0.008634910104243877
Average_duration_of_Visit_mean_clinical_simple	0.029981185663847224	0.02448963988443371	0.010615916557179462	-0.027879504855689425	-0.023714860383383655	-0.005002815647052459	-0.0012096107638238547	-0.12771443359183982	0.02571480096674242	0.005180531683059919	-0.013206429547226915	0.0034572348176288193	0.0036294303359431937	0.03774486908471477	0.02128255296216753	-0.00588043431381799	0.01947802614142201	0.02181973390998822	0.011367742620496165	-0.00943638558321931	0.004358598195275284	0.003921488828909843	-0.012835562343333018
Average_duration_of_Visit_mean_medical_original	0.023375022899073148	-0.03436711376848938	0.006337868968980738	0.016758836946344422	0.009436555290269545	-0.01671211271851119	-0.010311840836846824	-0.13033174735302422	0.022414913976410773	0.013493593453017502	-0.01054517531927547	0.006081824410700185	-0.0034050870690189917	0.004930746591336116	-0.001158111999805087	-0.004097384880057157	-0.00815114892880509	0.015565695188976637	0.007176918773269736	0.013577243649970908	-0.0029603380861873752	-0.0023747476099185583	-0.020439098060206422
Average_duration_of_Visit_mean_medical_simple	0.021690872515136062	0.0205633816912348	-0.03465613134853648	0.012155063885838644	-0.004659994787087907	0.005578845684473791	0.004399885364399248	-0.13691766429528157	0.028121782107612098	0.016383876923254118	-0.0005243220690067822	0.011103406382582753	-0.002095769199878312	0.004452660333761623	0.005755796289073687	-0.008416609414956786	0.006404294037804808	-0.005880974712924796	-0.005974995588545578	0.0010914619534936239	-0.0018724104822486665	0.002622920722119742	-0.014709199795602678
Average_duration_of_Visit_std_clinical_original	0.001263385300261769	0.002651880040520754	0.008443536163669548	0.014603208500997073	-0.01523155916189509	0.006086699789947309	0.01713348003222142	-0.070302187647351	0.007648477056780306	-0.010377995443603589	0.025570326431815303	0.018215832670071284	-0.016043612654240758	0.045997698818306024	-0.0013285639958362974	-0.01809674330573779	-0.032897066530100945	0.08734351894571799	-0.016007868189945988	-0.06967954349287113	0.030518191672339722	-0.01783271079591568	0.011266367865069895
Average_duration_of_Visit_std_clinical_simple	0.025460544533559573	0.021914656124876784	0.022834190085384592	-0.009481792655054243	-0.018449635381049535	0.005066103289409967	0.020099384105534343	-0.06740320202105336	0.03353666010000809	-0.003120326266319384	-0.006339473914152386	-0.013112427261254842	-0.011827540480297011	0.13199902550396533	0.006091450615523362	0.004541131790996997	0.012939150017337472	0.012188333296820333	-0.0033916316281475153	-0.025653825704095055	-0.008071108956031048	-0.006986131353963696	-0.023232012376239404
Average_duration_of_Visit_std_medical_original	0.028793006367642683	-0.02259794170471554	0.0033170017168758776	0.023985854151348674	0.0280100248166706	-0.02162173804007565	-0.0029932730031717934	-0.09492878569317115	0.018918134324361197	0.03654769181431572	0.0021717753523509803	0.009217600263384007	-0.0036623360024020343	0.037633819014254416	-0.04012108002655946	0.004847441131925195	-0.03629203545231343	0.03960177059412253	0.031806764445064015	-0.020106916644835146	-0.018523644552515144	-0.027334010575405736	-0.03864728653602146
