	PC_1	PC_2	PC_3	PC_4	PC_5	PC_6	PC_7	PC_8	PC_9	PC_10	PC_11	PC_12	PC_13	PC_14	PC_15	PC_16	PC_17	PC_18	PC_19	PC_20	PC_21	PC_22	PC_23	PC_24	PC_25	PC_26	PC_27	PC_28	PC_29	PC_30	PC_31	PC_32	PC_33	PC_34	PC_35	PC_36	PC_37	PC_38	PC_39	PC_40	PC_41	PC_42	PC_43	PC_44	PC_45	PC_46	PC_47	PC_48	PC_49	PC_50
Maximum_duration_of_whole_fixations_max_clinical_original	-0.04908117658464229	-0.0028328096824625604	-0.009425639751889302	0.01212359892600412	-0.027437732456628963	0.015443931329474827	0.004183883861283149	-0.0006278141885335161	-0.0070316731582414195	-0.02999547288321171	0.08457222689598241	0.01270053241948594	-0.1060908684093741	0.01197807068218693	-0.08913616272328127	0.04015926882742946	-0.004846837721415881	0.027818375871745207	-0.12363962210067768	0.017675845304247307	0.031733342951461595	-0.03313749906744303	0.006448600105374342	-0.015377808603334592	0.0462011014182048	0.08250700069960956	-0.08547084680733598	0.029112508169497175	-0.06894811010608999	0.016988784889042135	0.04138852492359744	0.021253463624375364	0.06201673000766817	0.06157824794389396	0.005387502761460327	0.046064151658144696	-0.06878082882043615	0.05852953881303536	-0.08423656524889618	0.039134765366288404	0.09446289068086262	0.0278475566379469	-0.0807345560373048	-0.037552185473316506	-0.0321610950514017	-0.05746066128273792	0.03560313529030093	0.04119807123432488	-0.006376343983565295	-0.015512839046867441
Maximum_duration_of_whole_fixations_max_clinical_simple	-0.024485156542429835	0.03991365417595436	0.017177319810820355	-0.032290147518597254	-0.03430667352623753	0.009769771704823528	0.017933989921262557	0.009041767162808613	0.016321237328903077	0.0017258931831369438	0.09532435549986647	-0.052838218057488937	0.002437907431946336	0.022382580416792076	0.024149021105865878	0.02024183125489614	0.12878820908219016	0.018861530981345458	0.19168600418868903	-0.05697194257283351	0.056924656667314014	0.012901346668087496	0.0007911309047667897	0.05584219585870622	-0.08416394449499716	0.008129003472177817	-0.012469641309554351	-0.05988124041535917	-0.08619334760617403	-0.039458338123162524	0.07556217892960145	0.015216128012906206	0.01744989481890254	0.012081412105772854	0.01583098453921263	-0.015586306904633026	-0.034058119416643474	-0.06250706049918273	0.00893216400154546	-0.07543412509324159	-0.011670624415824997	-0.05530498041752601	0.052850897735838856	0.011835786191693502	-0.030716433213297666	0.012499752026301516	0.004282409374296137	-0.10094196319229379	-0.11998882775293396	0.030308567431042
Maximum_duration_of_whole_fixations_max_medical_original	-0.02923110408616485	-0.0011208735473851885	0.024146143422791883	0.010088408784370314	-0.019526769769288868	-0.013929094525810154	0.02314915523191507	-0.010054740503878173	-0.028371696226183716	0.023965237589057994	0.07100826114162345	-0.06528300908686006	-0.05541650534305954	-0.026787102647346777	-0.02250393716058213	-0.076061896990198	-0.133370517461849	0.03797161443564905	0.032520778345405385	0.048668044201320385	0.002892927337569129	0.006778496015352979	-0.13512017682211983	0.015070736278994658	0.24454897206138337	0.0038824982398247237	0.06466851960462462	-0.032743687498844466	-0.13989821650706818	-0.038747826806927295	-0.07664629763537004	0.12777037493386076	-0.13198159242489024	0.05327565150251657	-0.04695512269206412	-0.06122155746861579	0.07838344482267685	-0.0019216498680149799	-0.008991498444177945	-0.06599386449161357	0.1061085724561487	-0.0641764522347545	-0.1002433126469082	0.04670394173741712	0.04474836695877775	0.010218259358896614	-0.032960923512821726	-0.01644577891142422	0.026041558114009794	-0.010589189469524756
Maximum_duration_of_whole_fixations_max_medical_simple	-0.02692564032377954	0.04457694879490902	-0.030020981269380236	-0.0027085455393067	-0.038805828389121	0.012115924887220015	-0.0005785968083377864	0.004902189969320775	0.04483536135630769	0.06801918810736893	0.07627103378386493	-0.060809945139576736	-0.06050685702781211	0.029723761302096682	-0.04262655975908439	0.015052341093428045	0.07264188871876262	0.06703835073407821	0.03290555809011973	-0.05135195589416348	0.14027237598662454	-0.025355426162008924	-0.003449434118040731	-0.038612786936048964	-0.06751202984422722	-0.03227668448486611	-0.041872879750089353	-0.0247287308016456	0.02061112126502586	-0.00878208136887391	0.09232380052664763	-0.009216218460564266	0.01404440151467663	-0.02717557932400032	-0.03498736082912893	-0.04250642970606352	0.041120778393077845	0.0020888863652439803	0.09023325091584618	0.021948128299392175	0.0870079612827641	-0.031217584597024436	-0.025443711651728273	0.0460878835226421	0.07056146225498965	0.052649569131841246	-0.019580754837472066	-0.026341255406300515	0.0646146697089649	-0.042784616288791634
Number_of_whole_fixations_mean_clinical_original	-0.06008316668345609	-0.005967158075290887	0.00958677293947086	0.013154413326245343	0.03549073956702168	0.009745075987710851	-0.003968426685230946	0.0585315822470034	-0.03997259770777299	0.0018322350842798411	-0.02149370433849496	-0.017198411425702668	0.006733845293206106	-0.05355933192713912	0.0007095748617814683	-0.027038350477641897	0.036849391320990764	0.0032831840328057167	-0.002614922341193228	0.04140485866630826	0.01729024931156248	0.011431553147991026	-0.021245005486666812	0.019764285005557138	0.0055595419608740785	-0.04238880776895723	-0.021876226288610346	0.003047241057414984	-0.008504681056656612	0.07129288588965764	-0.00758184530401509	-0.008666207747736514	-0.01734121137218425	0.010973506609657496	0.021247691575294277	-0.03832667730021435	-0.004896605353075432	-0.002015009057916116	0.024945535098423503	0.033805238498029744	-0.07210144349123358	-0.00870164113606374	0.04371868157951394	0.05197793406673941	0.048674911208793324	-0.011669324256732333	-0.028181523642986848	0.015602452848950179	-0.049225044937949894	0.009537247101885834
Number_of_whole_fixations_mean_clinical_simple	-0.030363100654006145	0.06398125327314406	0.03576468801174876	-0.021386426721042216	0.03185373397804281	0.015358301936193358	-0.045459978985462245	0.045534835993905405	-0.011102588348177954	-0.022284973328288715	-0.03863000823201512	-0.0267449427261938	-0.007599305577533443	-0.020902794911032467	-0.006729161464018272	0.0009407980272856741	0.022362940634739967	0.02902666512938092	-0.008823660052535008	0.02966001908155577	0.013823014653566163	0.004757568822588652	0.03282772482149171	0.06053288269269511	0.011265599129301777	0.021042751798157955	0.012139133227926466	0.02839144979918891	-0.002538089248816061	-0.05540382588207844	0.05238134688105954	0.0204917925157551	-0.022954405005933064	0.009339567537816874	-0.0002611282551146744	0.0024532355630300993	-0.012583528316116217	-0.0008546923875079895	-0.015769712402053954	0.03923148787103768	-0.011353994624972084	-0.002314014415334768	0.001588772595574513	0.01575995871514219	-0.021614491940567488	-0.018182456921145063	0.04708349722991084	-0.043891737081002025	-0.07285514809737978	0.01423348495873151
Number_of_whole_fixations_mean_medical_original	-0.053035225854820754	-0.010639655031514742	0.022525371787971434	0.010450145193149423	0.0420522244549049	0.05996567641516496	-0.030543857124196418	0.028264503830563486	-0.0003715582045202551	0.021288495902576043	-0.04287898746158271	-0.02486046194212393	-0.026269217825122322	-0.012967859216785265	0.01062550871199131	-0.02635713768031167	-0.0036478409066169914	0.04061329489670191	0.02245457096129665	-0.03642670403466814	0.006970783974626469	0.041310189282421424	-0.00014432997422489654	-0.016022696751330136	-0.005702858900576729	0.04114623912324518	-0.005304417266475098	-0.04580327513340778	-0.0035539466542711656	-0.01811927576328655	-0.0021130012121524703	-0.010768069240155014	0.0014090214624782088	-0.030348433936982923	-0.040788958593705966	-0.04064532682488657	0.020970456438971444	0.04385663145400861	0.034655664982868095	0.04134354965578352	-0.013182399108962973	-0.00486308538058675	-0.03255230118348251	0.04153354418949875	0.019392643189957644	-0.0643194895572748	-0.007990568117970802	0.0014090033515016967	-0.04741838423328896	0.01678878536906715
Number_of_whole_fixations_mean_medical_simple	-0.04573213924728879	0.05216736507994279	-0.03060498606398336	0.021382810994488043	0.030795189667246252	0.022304419752281535	-0.012273980633681396	0.04515623615660741	-0.00700988085525594	0.01506980219300728	-0.04329854281206102	-0.02655846725432969	-0.037726175240892224	-0.034271628401612214	-0.01610193509074538	-0.01966721972813309	0.020170773574119845	-0.00032200427263797055	-0.01517077327125884	0.007572920602681779	-0.01901535968220187	0.01971531913697728	-0.006457695024347812	-0.0036756908182751435	0.0214848080295614	0.019043090608767507	-0.019758555483726948	-0.011401484891613304	0.0032100823461256255	-0.026410228280815528	0.041401617828538254	-0.010564412878720274	0.009976707925611639	-0.015616683680265463	-0.011501172946433214	0.013820817255877374	-0.04020803374528481	0.022538718302697037	0.005975795556687639	0.03801975735141701	-0.02431195815906022	-0.022987087891123033	0.004470657193068441	0.04820791100773525	-0.07513305386289137	0.014076361403155137	0.04129221792356735	-0.02700339179220474	-0.04011088948789655	0.01675716672253548
Number_of_whole_fixations_std_clinical_original	-0.05704780221595709	-0.00031801186606090023	0.00961535034318113	0.003595050176376225	0.03916836330469847	0.023711352260721758	-0.008675618871574597	0.06753967318440776	-0.04443522233402183	0.019716563569338503	0.0030081750247867795	-0.03735202384573601	0.010409298663271244	-0.053103768649854784	0.007410463946861317	-0.015039211840419052	0.02802261600436777	0.003666523023027894	-0.0317615335650169	0.0028842289062142594	0.024976056202741306	0.008003044301557752	-0.016132850353212564	0.03954771285815518	0.0095973047582191	-0.06527047972037822	-0.005648604030295224	0.014925627936292226	0.013942123906421433	0.06130955280463383	-0.03967180020669228	0.017022221999887437	0.0004419498699905202	-0.032809173396095764	0.017635483018872418	0.025752669429914218	-0.03749444949057158	0.015401936940352341	0.014795536844850136	-0.014619814212269938	-0.03226232951043176	-0.009767998625191699	0.013747800540308592	-0.004955345356684725	0.01301119778175432	0.03405478912617406	0.0031510698092939737	0.005532099678804641	0.03249993958597851	-0.009571206818216585
Number_of_whole_fixations_std_clinical_simple	-0.02735117212390327	0.06364712226888586	0.03377806854814546	-0.016131742240811046	0.03363102571390267	0.01687859518991413	-0.03321106509673437	0.05847781959870259	-0.042310708659914806	0.0007943603308890254	0.003778086486577954	-0.039185705639920326	-0.01830497664063539	-0.003058727879940845	-0.01411405329325914	0.012326643603709586	0.021459123371361997	0.03403359535924664	0.03129390262430941	0.058278901697857974	0.00891584439031875	0.007893867787636302	0.048738318554696805	0.09186313179949238	-0.0018547749805894556	-0.0009186858781306435	-0.008386327809455425	0.022076209276626936	-0.02570775428778	0.00638906536229831	0.02692560541641016	0.02992463300054662	0.012360565975618285	-0.024278441052898204	-0.009287139017450992	0.060596361149986594	-0.019407731780836834	0.042653789322922235	-0.008161148531807416	-0.005676685490152926	0.01712650233972885	0.024427166596504554	0.021951114066653156	0.037717077211655944	0.03488241266302465	0.04433194853966321	-0.01474432173905167	0.05154113203058695	0.02062208427024419	0.009641563720949778
Number_of_whole_fixations_std_medical_original	-0.046858335566037	-0.010319970991627129	0.02192351268029556	-9.436771043647374e-05	0.054783914910381176	0.06610308982452813	-0.038842239824577914	0.03454435336571969	-0.0017229917173262714	0.043304858671739783	0.0035188040487414583	-0.04862377527128567	-0.011495311153850234	-0.004773406782535927	-0.006904775023970208	0.008157623261283923	-0.012825806074495053	0.026175296717810898	0.010327828688388146	-0.046503798904508564	-0.013181637225868802	0.04445191511440084	-0.0035867765537723768	-0.01707680590115726	0.008558045627545339	0.04029562162766198	-0.02399771915930256	-0.039105114155881554	0.026604353809397914	-0.0280444772843311	-0.0048998448947111285	-0.004319692832959875	0.019744695328452237	-0.05375710269398663	-0.022871365758424432	0.013517760458013672	0.008259988182577487	0.024844491424859845	0.013419620418251881	0.005048928533155398	0.02837339279671195	-0.02121906828267936	-0.009146510260914453	0.007322145752536244	0.043256721200426576	-0.021458193379853538	-0.06972829777707276	0.009003870407756137	-0.0015514377491527287	-0.016852000801738303
Number_of_whole_fixations_std_medical_simple	-0.04053379392769474	0.0529665956817611	-0.03764586077072274	0.021231312898355406	0.018980713288543827	0.02696921549339736	-0.012050338807260568	0.05892707932925357	-0.024632627311631267	0.031587434972687733	-0.0018029593794229738	-0.04346042351777361	-0.03822739359301907	-0.017468758653346385	-0.011132497060888083	0.010591007941726674	0.02306169481529611	0.012402623224160112	-0.027227286615807728	0.02642002337283447	-0.03730795437307663	0.02943768069154175	0.032927462801941754	-0.005362501838609772	0.017280274636405288	0.018902622595101122	-0.02024377048202039	-0.007587084344138359	-0.008846839371411362	-0.030578119443564377	-0.013446434795581665	-0.006161589423185168	0.048078348694394174	-0.04611968719026009	0.004087669520408602	0.0051287857749690155	-0.03968854920232441	0.016271269462046753	-0.005740523938203304	-0.020420609025335355	0.02245587087257471	-0.0004246937725631561	-0.006082938870179234	-0.004686951245143139	-0.027230111448040786	0.04437975825340433	-0.034549403917038514	0.04490953653058437	0.06180118263164551	0.0161201473893394
Number_of_whole_fixations_max_clinical_original	-0.04732408490272437	0.006555014976200067	0.010663752127013159	-0.0013738975155768128	0.03575662748860712	0.03355418480534176	-0.01899082193714521	0.058957432927367937	-0.041026173571269	0.02243366527314935	-0.015479016314875896	-0.05265139481197369	0.036737688237450876	-0.06347303828061114	0.02698946234571698	-0.029279356862737044	-0.017221415460020716	-0.008256026628953663	-0.11417179171152804	-0.09936564241409362	0.03781934489118832	-0.044815790336621864	-0.0575564349380593	0.03653456993691588	0.014997308576334092	-0.049716679804481335	0.016904701632417897	0.02064687568959367	0.08683981539535156	0.0021711912053817626	-0.020478712182390904	0.014864381564752064	-0.060743853104307015	-0.05595725467901113	0.004453768586625878	0.11559034906681882	-0.000604904087135218	0.017600026337864318	0.08013164979743542	-0.041674376825788895	-0.017431915347741595	-0.07787738281521253	-0.05113337157792116	-0.003779231543740878	-0.028896702480815994	-0.023992955618491466	-0.006432500856525589	0.0035199771386432927	-0.023330771265598294	-0.024745142139216973
Number_of_whole_fixations_max_clinical_simple	-0.023453491001733294	0.05398930880447002	0.02592852787988121	-0.0022827371034454744	0.009507703639183093	-0.009077575619217045	-0.036458679644615945	0.05396750883386692	-0.08774106245278641	0.0200239508932349	-0.009011438943881268	-0.012059525618412139	-0.04202989412458447	0.03912210011678772	-0.08837740181129389	-0.019669513199498074	-0.032407423545439316	0.0031952263098916312	0.1014057041915948	0.0791813593534263	-0.010455524951677746	0.008076452939200767	0.015977114590349405	0.08335025757836051	-0.031044127915377244	-0.048702025686929024	0.003664869165882724	-0.012497909743921877	0.03430280036026205	0.05857270208221623	-0.013097862984507288	0.03573230832486183	-0.0789814367046667	-0.013224535514966025	0.024804596077073342	0.01854626741050223	0.04011904889235723	0.07499712080871179	0.002939549769151553	-0.010471289864300766	0.00829657883866497	0.09075088729160384	0.0033866019363319746	0.018543758109174083	-0.038593557201183064	0.0661786263862311	-0.06867319514530885	0.06416454059209481	-0.03546741359620537	-0.00905896476550112
Number_of_whole_fixations_max_medical_original	-0.038643044804036866	-0.003592695190523744	0.020920990956028757	-0.006834460538610852	0.065130983991074	0.04437653290571497	-0.01393538438982954	0.023707383250209078	-0.02743691380957529	0.08377563210490668	0.03486215523313889	-0.03669121076548125	0.024755977794124025	-0.008884827715722358	-0.050955304982622934	0.06632489406332459	0.03701527094266032	-0.03240762795643322	-0.037284622861590656	-0.12827440860604095	-0.021586217753158374	-0.032148747699564606	0.003692535997715754	0.009810446744702835	0.009261396296340048	-0.0036910070411348412	-0.03343946345241332	0.0012876716202178363	0.05800409488300289	-0.044939290830249626	-0.011112816985417483	0.046174482585278454	0.05364431488679722	0.05081267551231258	0.009310627493566549	-0.0071662761316075236	0.042278725541202676	-0.014129164699253224	-0.009303430312027974	0.05125701768263743	-0.06610430481071743	-0.07203897009004365	0.031459414242820595	-0.12037393835618027	0.022500293431342962	0.009443142033672865	0.02157694348971758	0.020495646532026842	-0.03754054250429825	-0.026416654027623918
Number_of_whole_fixations_max_medical_simple	-0.030995301134271017	0.04961626822874614	-0.04723299376452811	0.03315193667187701	-0.021406057894174716	0.04711298536607041	0.02700527790524977	0.016522271083640818	-0.04604711974874716	0.022837664945077413	-0.00022816155606867217	-0.03274880591654195	-0.01836198055896064	-0.01632550004994657	-0.0390173586393375	0.01588833992615042	-0.011743076898628257	-0.050784076898988104	-0.03554565920510372	-0.019459737950783092	-0.010301933207923105	0.05045661152873329	0.039611011769083646	-0.01482152793579899	0.0004271398527125937	-0.011606214317439736	0.05285269319986625	-0.011651731650763764	-0.013952783976497815	-0.03031684926160015	-0.08003690288483671	0.023201387306069715	0.04528419191223787	-0.04589002306743538	0.02096933597524929	0.02102943430248343	0.011857551253990982	-0.003909080944113396	-0.00989104672884757	-0.054248531742458715	-0.08485155224377113	0.03635087630144423	0.012974927367431522	-0.01964451438423896	-0.017920094249886186	0.0011337448595569754	0.12238121492855096	-0.0011245742288579434	-0.015080627651543721	0.00834158100028723
Time_to_first_whole_fixation_mean_clinical_original	-0.0634976061476644	-0.004307664164562619	0.014493470539642984	0.01586164704512666	0.03661176823142936	0.003514967440133526	0.019058992651399684	0.030609585425720093	-0.0036476509996062473	-0.024996449045076658	-0.013996290906768306	0.01696415471177078	0.00915360864250255	-0.031068124102072166	0.0016091956706642035	-0.01840438443820639	0.02351386156614218	0.00236586650939242	-0.001470931274826653	0.020396922881228068	0.0164808038269012	-0.03748113234832797	-0.03398491525168474	-0.009842566515623942	0.020136714539769805	-0.012603778870924854	0.013400579075947078	0.051708907865522916	-0.018864491677802273	0.10143220771311871	-0.044136987584044725	0.02201652094228004	0.02530211936968123	0.052148172512720636	0.0005929744259300493	-0.04605693290854164	-0.01687439349914507	-0.014624099180943189	-0.019170758113791115	-0.009020831159530588	-0.0005582241297083029	0.011477281630720319	0.017569232065221034	0.008169797839160062	0.0025838558550242362	-0.004592064261261024	-0.00497201676266354	0.006577104662967705	-0.018972664936008708	-0.021182218988075558
Time_to_first_whole_fixation_mean_clinical_simple	-0.0351076551988658	0.06913626648818852	0.03220012761610141	-0.02195161762956069	0.015574994502692724	0.016135726591387917	-0.015099093572257865	0.024549018842767167	0.013246529178924254	-0.04284814259759522	-0.037403145044350675	0.023860375452413242	-0.009426446872981976	-0.0017313859373533768	0.011348306647943824	0.007944293702363412	-0.005939226925906372	0.024938836964214787	0.019391758723655936	0.01883793911833134	0.0215415011324373	-0.07697596948004155	0.006584233605679474	0.021144996845060764	0.005934521606053523	0.06494820049573867	0.05285006590707155	0.01846557206312308	0.0013114475334039223	-0.004332394535504303	-0.010594520710369867	-0.009420579675938817	0.03891350061293682	-0.007435803235537026	0.014598933092388943	-0.024555832120740657	-0.01072995221186384	-0.006070983185445907	-0.010893982153851574	0.047890012168223646	-0.0033557873547187035	-0.004574434115658369	-0.0192860753535591	-0.019782545552434767	0.06331537393821082	0.01273592084401069	0.061395168921525245	0.06237373621224108	-0.0011424630120810781	0.017787863882766642
Time_to_first_whole_fixation_mean_medical_original	-0.05809270090789316	-0.0021335095778033794	0.03549744536877187	0.018159070767193718	0.016835615551286983	0.04599244482382327	0.01202496690871559	0.01769775721478114	0.02639681272654527	-0.002023369236500261	-0.03485380708807412	0.023372529677687683	0.002301750490257171	-0.01622229974655068	-0.0016855438038030413	0.0027626679813739486	-0.04386565721889023	0.038116853128467534	0.03799365112359177	-0.019001658760776547	0.004632736751905318	-0.03224778604440142	-0.036894883425966404	-0.045008757163400394	0.01643778278229715	0.040173618558460224	0.05773143855776251	-0.0019075086440523076	-0.01776578532122074	0.009024187341259093	-0.023939687867358	-0.0016916775075923533	0.03476236081608865	-0.02478746192643845	0.010073917262662595	-0.04401691565914573	0.0023547034979344997	0.012293353802334074	0.019463224855763576	0.011159644883961579	0.023540038818779873	-0.008262104208368388	-0.0375740917113494	0.05288141198420066	-0.024056233080676056	-0.018096793626079945	0.006390841745153979	0.04115708185275609	-0.003946436033381934	-0.015227927977002401
Time_to_first_whole_fixation_mean_medical_simple	-0.05103340922424158	0.05166539508381958	-0.02407686070723934	0.026310314440256784	0.022432772449959778	0.010347307254724008	0.014400779581908834	0.024777687531353447	0.025902098484026755	-0.0119324940475035	-0.04481034882989374	0.019668157325542664	-0.027077471534738187	-0.028359179368670218	-0.016667910807149088	0.002215732011023564	-0.01006115386475298	0.00880321855497581	0.0008764896754165988	0.017870019076034388	-0.0160846710425348	-0.04305062446616803	-0.028333122896108103	-0.018145913835731577	0.01817396551159327	0.02811656880064346	0.01746189105077276	0.017116110341550597	-0.021810872590452376	0.028980659814237	-0.011702318882229138	-0.019142455932931696	0.01994916112550865	-0.01949526894245487	-0.003127548302197385	-0.020368400639264254	-0.025821172890757648	0.00019983652307932337	0.0015432351050389487	-0.005200354046484648	-0.0037325862937238824	-0.03313248414362818	-0.0026967525419680804	0.018614600231938675	-0.02859274612021517	-0.022780913977759824	0.011056278436122152	0.013057363443636975	0.01305839257714185	-0.022022956601501387
Time_to_first_whole_fixation_std_clinical_original	-0.06397363566586982	0.001091099178706665	0.009954259918725786	0.007420367013479384	0.037374357463354574	0.025212100387001703	0.01747854279433449	0.028339966160542355	-0.004258361742936329	-0.021630416404980757	-0.0078212227285795	0.0032319925627263342	0.0163737011200541	-0.035725424591899674	0.006794088752731019	-0.01460595891421036	0.006561304346316125	0.002052481115095834	-0.0008784422336926018	0.03673667872156246	0.020474975826766894	-0.04333852205717483	-0.024178041725909264	-0.02470618473390697	0.0360888112395591	-0.03994331078322726	-0.0024133230791052313	0.028423564596854113	0.013889018918473814	0.07062583418844921	-0.03955017507799001	0.012226939282288097	0.018650884574684848	0.024596720195831964	0.010924159570420118	-0.03305178879908968	-0.009744116569471222	-0.007603935610279601	-0.01584249751887852	-0.0005896549871195368	-0.008682800656037352	0.03684272978392339	0.04202543230592564	0.02052066238925009	-0.017643011273158732	-0.01051929483902543	0.011171401374302786	-0.0365827457720791	0.00028344038131812495	0.0025874412623695916
Time_to_first_whole_fixation_std_clinical_simple	-0.033385033097842895	0.06965990830722425	0.03397480579338169	-0.01714473644253608	0.013930107534317207	0.01510101234697747	-0.013050555320701866	0.04426058289450048	0.005039381200248972	-0.035428915098886016	-0.015448590403411882	0.017324986853798553	0.007222423757965111	-0.0022485880315433458	0.018209705556127442	0.005266417805744795	-0.019497042063250095	0.038801418204931576	-0.026047879155441208	0.029477232064844202	0.03739662280292512	-0.0670900907894248	0.00647374207060744	0.02279609929658035	0.013298968574548197	0.040892113573965924	0.035529498350767304	0.02176542103624689	0.023057939841256245	-0.03829837491856909	0.02870131502991855	-0.019279356236726594	0.018227970081647907	0.035551452744086026	0.0025000112979663347	-0.047809924047843046	0.01888912058526995	-0.008009856185544027	-0.002409846522703938	0.03156172038971937	0.016842109121181545	-0.028034702680268267	-0.04328740407021518	-0.029111282759144166	0.13267577003054143	0.005682414622351546	0.011555149986784394	0.0674071995343663	0.0014291146542989876	-0.023120555296675963
Time_to_first_whole_fixation_std_medical_original	-0.05577935687266512	-0.005288272743686146	0.03619904214989636	0.01508844899238981	0.029401221967027522	0.049061653193599106	0.003015013172678701	0.0238460806686962	0.027905479229198303	0.007081753758965721	-0.018530365554031824	0.015362576882942994	0.00032277099558947073	-0.002166159749455378	0.022145414163201114	0.0047666020174420825	-0.04804490614072397	0.03276001502142374	0.038336732563002254	-0.044276266941700664	0.017560403903685576	-0.021684966559796865	-0.026353019593694942	-0.05640006001079819	0.028975716687428925	0.04863114132991786	0.04360384672598803	-0.008176365008029948	0.0077731252169871215	0.013143576732929079	-0.018565563126086482	0.006768404964453569	0.04930706741366481	-0.008577307815157658	-0.038793619368894014	-0.06947355516998158	0.038930886019628026	-0.01151510229253426	0.032970693726689	-0.009563910221829286	0.01368928439091501	-0.012879982421416638	-0.07948236125917783	0.03862326759195093	-0.0020842952466303046	-0.01262795216596355	-0.005957456807513465	0.024677148509221848	-0.004090072682115262	-0.014197284135172317
Time_to_first_whole_fixation_std_medical_simple	-0.05178139206014339	0.05154806486842609	-0.021743863168151304	0.02179596495912777	0.025429510915854367	0.019759620593519357	0.012286701381456095	0.035887641901832495	0.02503200438810895	0.0011258361226964156	-0.02821119814442331	0.004265736931377545	-0.016489174453254946	-0.012057012794721324	-0.015695050978884864	0.006452071201093478	-0.01617439849841519	0.0009084932221949671	-0.006513211095124775	0.016892117181206614	-0.012247225036410285	-0.0333769219186463	-0.010446469502091932	-0.03309011244883543	0.015026130202741227	0.017531538427286594	-0.0038368673890984842	0.018424069567086206	-0.0016013306060201748	0.02831883977479606	-0.02920269595927466	-0.05583524735878772	0.04586091285473417	0.001247978213813108	-0.008915013338960186	-0.007930806593616484	-0.029083875810532723	-0.028364801578624234	-0.0006767513485627558	-0.012475365965900107	-0.008817795893860588	-0.030984320191184966	0.005756250582030935	0.013535438761004246	-0.0467169982376349	-0.031079208532933802	0.002656787144481039	0.022293168691586863	-0.00010877237643608495	0.0035618558116099538
Time_to_first_whole_fixation_min_clinical_original	-0.02813801328861425	0.007659829839629309	-0.0029418899209838634	0.00438302199896655	-0.022368152592142716	0.003914313038394995	0.03346827168314733	-0.0318956226544316	-0.07202970967262327	-0.006234790508374334	-0.027444813317762905	0.011826839818349161	-0.017029467063441977	0.05568916409531583	-0.1610764137870092	0.030772071305010373	0.023322095834121804	0.10312889053740837	-0.037749142304949385	-0.09661629923877027	0.053736330100326433	0.016764015959543598	0.07648357610901772	0.07138073519473431	0.06296788066804111	-0.058902584791530294	-0.0013582450133480914	-0.019157548799918028	-0.007640727351074896	-0.05585800180928977	-0.1849973692093824	-0.1134918481387577	0.1287235250367496	0.03502553486462203	-0.06263770072359173	0.014738690616219623	-0.14788799289903762	-0.2636234662466515	0.02232417231150593	-0.010240746358047434	0.035967610195841576	-0.017345733619330773	0.016172395789844453	0.01745311851485031	0.10758780741870264	-0.12128486205463396	-0.021508331554663914	-0.03435616387127485	0.002480375164980292	-0.009406957233333934
Time_to_first_whole_fixation_min_clinical_simple	-0.008638279968882527	-0.006297291440557074	-0.0008174435630443838	-0.01683175331456876	0.010097657698014075	-0.012510782371642023	0.015326449480459045	-0.05216523077381546	-0.031200634439274625	-0.053096171153936576	-0.09296244860122077	-0.046574734125709685	-0.04372265229813672	-0.011448030035182497	-0.004999883132803289	0.07271998926482409	0.042063966225154854	-0.009076392280823638	-0.036461066562478016	0.03480097276567419	-0.13446773379311971	-0.02105203993630901	-0.06062317224967023	0.11606993753589961	-0.0436397601744052	-0.040484004681863694	0.10613918268919403	-0.08977179118722214	0.22384425841873037	0.032277515843969845	0.014455529223465225	-0.11350261211455413	0.2872793192445435	-0.043731195572005624	-0.07484530490600676	-0.03106884295833819	-0.06555106535813625	0.05032015935369208	0.11870250873239059	-0.23335979537896212	0.21864972038730185	0.07523690636318293	0.02888632370209871	-0.16105464293089658	-0.008735879445044038	0.0023889725331917733	0.019271621916964483	0.04291322449014677	-0.00518069049937515	0.05230772932260423
Time_to_first_whole_fixation_min_medical_original	-0.021920804037094236	0.018154463914943707	-0.01768064405149338	-0.011374468305744205	-0.06546019822199073	0.04992775958149	0.017871377032962155	-0.04228070614008386	-0.008238629091737828	-0.033442255577696124	-0.0028002472374074544	-0.0497351858480413	0.08000015203367436	-0.03144452837230555	0.0006537030284450864	-0.03652142054658807	-0.0204817759489889	0.03579597846171492	-0.030545756710791627	-0.03183575873385805	0.02961269370676643	-0.0870539035466959	0.16036178578730792	0.0791925448975713	0.043189185992926135	-0.07895017586808334	-0.012846739565050603	-0.13829026904589453	-0.12294904304251664	0.09330672695496703	0.08677786359960044	-0.019199740749533248	0.059218779194321496	0.0021111630194569245	0.11051617486029482	-0.04641275180568375	-0.03942242716185508	-0.10876547415255844	0.0632319550111822	0.02151316616310992	-0.044414779181185145	-0.07450354747102103	-0.0339281885312895	-0.039851449048606165	-0.1012031758063765	-0.06775607368953995	0.03953345988684142	0.010616746699463194	0.041278037071512924	-0.014575872584481151
